NLOC,CCN,Token Count,Parameter Count,Length,Function Name,File Path,Function Signature,Start Line,End Line
7,1,34,2,9,"Tim3_M23_EnPWM_Output@717-725@./examples/HC32L19x_Template_Rev1.1.0/driver/src/timer3.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/timer3.c","Tim3_M23_EnPWM_Output","Tim3_M23_EnPWM_Output( boolean_t bEnOutput , boolean_t bEnAutoOutput)",717,725
6,1,22,0,8,"Tim3_M23_Run@737-744@./examples/HC32L19x_Template_Rev1.1.0/driver/src/timer3.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/timer3.c","Tim3_M23_Run","Tim3_M23_Run()",737,744
6,1,22,0,8,"Tim3_M23_Stop@755-762@./examples/HC32L19x_Template_Rev1.1.0/driver/src/timer3.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/timer3.c","Tim3_M23_Stop","Tim3_M23_Stop()",755,762
7,1,34,2,9,"Tim3_M23_ARRSet@774-782@./examples/HC32L19x_Template_Rev1.1.0/driver/src/timer3.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/timer3.c","Tim3_M23_ARRSet","Tim3_M23_ARRSet( uint16_t u16Data , boolean_t bArrBufEn)",774,782
6,1,23,1,8,"Tim3_M23_Cnt16Set@793-800@./examples/HC32L19x_Template_Rev1.1.0/driver/src/timer3.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/timer3.c","Tim3_M23_Cnt16Set","Tim3_M23_Cnt16Set( uint16_t u16Data)",793,800
6,1,22,0,8,"Tim3_M23_Cnt16Get@811-818@./examples/HC32L19x_Template_Rev1.1.0/driver/src/timer3.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/timer3.c","Tim3_M23_Cnt16Get","Tim3_M23_Cnt16Get()",811,818
33,7,126,2,35,"Tim3_M23_CCR_Set@830-864@./examples/HC32L19x_Template_Rev1.1.0/driver/src/timer3.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/timer3.c","Tim3_M23_CCR_Set","Tim3_M23_CCR_Set( en_tim3_m23_ccrx_t enCCRSel , uint16_t u16Data)",830,864
33,7,123,1,35,"Tim3_M23_CCR_Get@875-909@./examples/HC32L19x_Template_Rev1.1.0/driver/src/timer3.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/timer3.c","Tim3_M23_CCR_Get","Tim3_M23_CCR_Get( en_tim3_m23_ccrx_t enCCRSel)",875,909
8,1,46,1,10,"Tim3_M23_GateFuncSel@920-929@./examples/HC32L19x_Template_Rev1.1.0/driver/src/timer3.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/timer3.c","Tim3_M23_GateFuncSel","Tim3_M23_GateFuncSel( stc_tim3_m23_gate_cfg_t * pstcCfg)",920,929
9,1,56,1,11,"Tim3_M23_MasterSlave_Set@940-950@./examples/HC32L19x_Template_Rev1.1.0/driver/src/timer3.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/timer3.c","Tim3_M23_MasterSlave_Set","Tim3_M23_MasterSlave_Set( stc_tim3_m23_master_slave_cfg_t * pstcCfg)",940,950
47,4,336,2,52,"Tim3_M23_PortOutput_Cfg@962-1013@./examples/HC32L19x_Template_Rev1.1.0/driver/src/timer3.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/timer3.c","Tim3_M23_PortOutput_Cfg","Tim3_M23_PortOutput_Cfg( en_tim3_channel_t enTim3Chx , stc_tim3_m23_compare_cfg_t * pstcCfg)",962,1013
41,4,276,2,45,"Tim3_M23_PortInput_Cfg@1025-1069@./examples/HC32L19x_Template_Rev1.1.0/driver/src/timer3.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/timer3.c","Tim3_M23_PortInput_Cfg","Tim3_M23_PortInput_Cfg( en_tim3_channel_t enTim3Chx , stc_tim3_m23_input_cfg_t * pstcCfg)",1025,1069
7,1,36,1,9,"Tim3_M23_ETRInput_Cfg@1080-1088@./examples/HC32L19x_Template_Rev1.1.0/driver/src/timer3.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/timer3.c","Tim3_M23_ETRInput_Cfg","Tim3_M23_ETRInput_Cfg( stc_tim3_m23_etr_input_cfg_t * pstcCfg)",1080,1088
17,1,136,1,19,"Tim3_M23_BrakeInput_Cfg@1099-1117@./examples/HC32L19x_Template_Rev1.1.0/driver/src/timer3.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/timer3.c","Tim3_M23_BrakeInput_Cfg","Tim3_M23_BrakeInput_Cfg( stc_tim3_m23_bk_input_cfg_t * pstcBkCfg)",1099,1117
13,1,96,1,14,"Tim3_M23_TrigADC_Cfg@1128-1141@./examples/HC32L19x_Template_Rev1.1.0/driver/src/timer3.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/timer3.c","Tim3_M23_TrigADC_Cfg","Tim3_M23_TrigADC_Cfg( stc_tim3_m23_adc_trig_cfg_t * pstcCfg)",1128,1141
7,1,36,1,9,"Tim3_M23_DT_Cfg@1152-1160@./examples/HC32L19x_Template_Rev1.1.0/driver/src/timer3.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/timer3.c","Tim3_M23_DT_Cfg","Tim3_M23_DT_Cfg( stc_tim3_m23_dt_cfg_t * pstcCfg)",1152,1160
6,1,23,1,8,"Tim3_M23_SetValidPeriod@1171-1178@./examples/HC32L19x_Template_Rev1.1.0/driver/src/timer3.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/timer3.c","Tim3_M23_SetValidPeriod","Tim3_M23_SetValidPeriod( uint8_t u8ValidPeriod)",1171,1178
7,1,36,1,9,"Tim3_M23_OCRefClr@1189-1197@./examples/HC32L19x_Template_Rev1.1.0/driver/src/timer3.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/timer3.c","Tim3_M23_OCRefClr","Tim3_M23_OCRefClr( stc_tim3_m23_OCREF_Clr_cfg_t * pstcCfg)",1189,1197
14,1,106,1,16,"Tim3_M23_EnDMA@1208-1223@./examples/HC32L19x_Template_Rev1.1.0/driver/src/timer3.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/timer3.c","Tim3_M23_EnDMA","Tim3_M23_EnDMA( stc_tim3_m23_trig_dma_cfg_t * pstcCfg)",1208,1223
21,4,72,1,21,"Tim3_M23_EnSwTrigCapCmpA@1234-1254@./examples/HC32L19x_Template_Rev1.1.0/driver/src/timer3.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/timer3.c","Tim3_M23_EnSwTrigCapCmpA","Tim3_M23_EnSwTrigCapCmpA( en_tim3_channel_t enTim3Chx)",1234,1254
21,4,72,1,21,"Tim3_M23_EnSwTrigCapCmpB@1265-1285@./examples/HC32L19x_Template_Rev1.1.0/driver/src/timer3.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/timer3.c","Tim3_M23_EnSwTrigCapCmpB","Tim3_M23_EnSwTrigCapCmpB( en_tim3_channel_t enTim3Chx)",1265,1285
6,1,22,0,8,"Tim3_M23_EnSwUev@1296-1303@./examples/HC32L19x_Template_Rev1.1.0/driver/src/timer3.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/timer3.c","Tim3_M23_EnSwUev","Tim3_M23_EnSwUev()",1296,1303
6,1,22,0,8,"Tim3_M23_EnSwTrig@1314-1321@./examples/HC32L19x_Template_Rev1.1.0/driver/src/timer3.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/timer3.c","Tim3_M23_EnSwTrig","Tim3_M23_EnSwTrig()",1314,1321
6,1,22,0,8,"Tim3_M23_EnSwBk@1332-1339@./examples/HC32L19x_Template_Rev1.1.0/driver/src/timer3.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/timer3.c","Tim3_M23_EnSwBk","Tim3_M23_EnSwBk()",1332,1339
12,2,34,1,14,"Trim_GetIntFlag@68-81@./examples/HC32L19x_Template_Rev1.1.0/driver/src/trim.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/trim.c","Trim_GetIntFlag","Trim_GetIntFlag( en_trim_inttype_t enIntType)",68,81
7,1,32,1,10,"Trim_ClearIntFlag@92-101@./examples/HC32L19x_Template_Rev1.1.0/driver/src/trim.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/trim.c","Trim_ClearIntFlag","Trim_ClearIntFlag( en_trim_inttype_t enIntType)",92,101
4,1,14,0,4,"Trim_EnableIrq@113-116@./examples/HC32L19x_Template_Rev1.1.0/driver/src/trim.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/trim.c","Trim_EnableIrq","Trim_EnableIrq()",113,116
4,1,14,0,4,"Trim_DisableIrq@127-130@./examples/HC32L19x_Template_Rev1.1.0/driver/src/trim.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/trim.c","Trim_DisableIrq","Trim_DisableIrq()",127,130
12,1,67,1,17,"Trim_Init@141-157@./examples/HC32L19x_Template_Rev1.1.0/driver/src/trim.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/trim.c","Trim_Init","Trim_Init( stc_trim_cfg_t * pstcCfg)",141,157
4,1,14,0,4,"Trim_Run@167-170@./examples/HC32L19x_Template_Rev1.1.0/driver/src/trim.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/trim.c","Trim_Run","Trim_Run()",167,170
4,1,14,0,4,"Trim_Stop@181-184@./examples/HC32L19x_Template_Rev1.1.0/driver/src/trim.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/trim.c","Trim_Stop","Trim_Stop()",181,184
4,1,14,0,4,"Trim_RefCntGet@193-196@./examples/HC32L19x_Template_Rev1.1.0/driver/src/trim.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/trim.c","Trim_RefCntGet","Trim_RefCntGet()",193,196
4,1,14,0,4,"Trim_CalCntGet@207-210@./examples/HC32L19x_Template_Rev1.1.0/driver/src/trim.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/trim.c","Trim_CalCntGet","Trim_CalCntGet()",207,210
22,3,111,0,31,"Trng_Init@61-91@./examples/HC32L19x_Template_Rev1.1.0/driver/src/trng.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/trng.c","Trng_Init","Trng_Init()",61,91
22,3,111,0,32,"Trng_Generate@100-131@./examples/HC32L19x_Template_Rev1.1.0/driver/src/trng.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/trng.c","Trng_Generate","Trng_Generate()",100,131
4,1,11,0,4,"Trng_GetData0@139-142@./examples/HC32L19x_Template_Rev1.1.0/driver/src/trng.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/trng.c","Trng_GetData0","Trng_GetData0()",139,142
4,1,11,0,4,"Trng_GetData1@150-153@./examples/HC32L19x_Template_Rev1.1.0/driver/src/trng.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/trng.c","Trng_GetData1","Trng_GetData1()",150,153
5,1,33,2,6,"Uart_EnableIrq@50-55@./examples/HC32L19x_Template_Rev1.1.0/driver/src/uart.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/uart.c","Uart_EnableIrq","Uart_EnableIrq( M0P_UART_TypeDef * UARTx , en_uart_irq_sel_t enIrqSel)",50,55
5,1,33,2,6,"Uart_DisableIrq@65-70@./examples/HC32L19x_Template_Rev1.1.0/driver/src/uart.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/uart.c","Uart_DisableIrq","Uart_DisableIrq( M0P_UART_TypeDef * UARTx , en_uart_irq_sel_t enIrqSel)",65,70
14,2,53,2,16,"Uart_SetMultiMode@81-96@./examples/HC32L19x_Template_Rev1.1.0/driver/src/uart.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/uart.c","Uart_SetMultiMode","Uart_SetMultiMode( M0P_UART_TypeDef * UARTx , stc_uart_multimode_t * pstcMultiCfg)",81,96
4,1,16,1,4,"Uart_HdModeEnable@106-109@./examples/HC32L19x_Template_Rev1.1.0/driver/src/uart.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/uart.c","Uart_HdModeEnable","Uart_HdModeEnable( M0P_UART_TypeDef * UARTx)",106,109
4,1,16,1,4,"Uart_HdModeDisable@119-122@./examples/HC32L19x_Template_Rev1.1.0/driver/src/uart.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/uart.c","Uart_HdModeDisable","Uart_HdModeDisable( M0P_UART_TypeDef * UARTx)",119,122
4,1,19,2,5,"Uart_SetTb8@133-137@./examples/HC32L19x_Template_Rev1.1.0/driver/src/uart.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/uart.c","Uart_SetTb8","Uart_SetTb8( M0P_UART_TypeDef * UARTx , boolean_t bTB8Value)",133,137
4,1,17,1,4,"Uart_GetRb8@147-150@./examples/HC32L19x_Template_Rev1.1.0/driver/src/uart.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/uart.c","Uart_GetRb8","Uart_GetRb8( M0P_UART_TypeDef * UARTx)",147,150
5,1,20,2,6,"Uart_SetSaddr@161-166@./examples/HC32L19x_Template_Rev1.1.0/driver/src/uart.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/uart.c","Uart_SetSaddr","Uart_SetSaddr( M0P_UART_TypeDef * UARTx , uint8_t u8Addr)",161,166
5,1,33,2,6,"Uart_EnableFunc@177-182@./examples/HC32L19x_Template_Rev1.1.0/driver/src/uart.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/uart.c","Uart_EnableFunc","Uart_EnableFunc( M0P_UART_TypeDef * UARTx , en_uart_func_t enFunc)",177,182
5,1,33,2,6,"Uart_DisableFunc@192-197@./examples/HC32L19x_Template_Rev1.1.0/driver/src/uart.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/uart.c","Uart_DisableFunc","Uart_DisableFunc( M0P_UART_TypeDef * UARTx , en_uart_func_t enFunc)",192,197
4,1,15,1,4,"Uart_GetIsr@206-209@./examples/HC32L19x_Template_Rev1.1.0/driver/src/uart.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/uart.c","Uart_GetIsr","Uart_GetIsr( M0P_UART_TypeDef * UARTx)",206,209
7,1,46,2,11,"Uart_GetStatus@219-229@./examples/HC32L19x_Template_Rev1.1.0/driver/src/uart.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/uart.c","Uart_GetStatus","Uart_GetStatus( M0P_UART_TypeDef * UARTx , en_uart_status_t enStatus)",219,229
5,1,17,1,5,"Uart_ClrIsr@239-243@./examples/HC32L19x_Template_Rev1.1.0/driver/src/uart.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/uart.c","Uart_ClrIsr","Uart_ClrIsr( M0P_UART_TypeDef * UARTx)",239,243
6,1,41,2,8,"Uart_ClrStatus@253-260@./examples/HC32L19x_Template_Rev1.1.0/driver/src/uart.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/uart.c","Uart_ClrStatus","Uart_ClrStatus( M0P_UART_TypeDef * UARTx , en_uart_status_t enStatus)",253,260
10,3,55,2,10,"Uart_SendDataPoll@270-279@./examples/HC32L19x_Template_Rev1.1.0/driver/src/uart.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/uart.c","Uart_SendDataPoll","Uart_SendDataPoll( M0P_UART_TypeDef * UARTx , uint8_t u8Data)",270,279
24,5,95,3,26,"Uart_SendDataPollTimeOut@289-314@./examples/HC32L19x_Template_Rev1.1.0/driver/src/uart.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/uart.c","Uart_SendDataPollTimeOut","Uart_SendDataPollTimeOut( M0P_UART_TypeDef * UARTx , uint8_t u8Data , uint32_t u32TimeOut)",289,314
5,1,22,2,6,"Uart_SendDataIt@325-330@./examples/HC32L19x_Template_Rev1.1.0/driver/src/uart.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/uart.c","Uart_SendDataIt","Uart_SendDataIt( M0P_UART_TypeDef * UARTx , uint8_t u8Data)",325,330
4,1,17,1,4,"Uart_ReceiveData@340-343@./examples/HC32L19x_Template_Rev1.1.0/driver/src/uart.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/uart.c","Uart_ReceiveData","Uart_ReceiveData( M0P_UART_TypeDef * UARTx)",340,343
25,4,179,2,32,"Uart_Init@354-385@./examples/HC32L19x_Template_Rev1.1.0/driver/src/uart.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/uart.c","Uart_Init","Uart_Init( M0P_UART_TypeDef * UARTx , stc_uart_cfg_t * pstcCfg)",354,385
37,8,138,2,37,"Vc_CfgItType@65-101@./examples/HC32L19x_Template_Rev1.1.0/driver/src/vc.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/vc.c","Vc_CfgItType","Vc_CfgItType( en_vc_channel_t Channelx , en_vc_irq_sel_t ItType)",65,101
17,4,92,2,17,"Vc_ItCfg@112-128@./examples/HC32L19x_Template_Rev1.1.0/driver/src/vc.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/vc.c","Vc_ItCfg","Vc_ItCfg( en_vc_channel_t Channelx , boolean_t NewStatus)",112,128
6,1,32,1,6,"Vc_GetItStatus@138-143@./examples/HC32L19x_Template_Rev1.1.0/driver/src/vc.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/vc.c","Vc_GetItStatus","Vc_GetItStatus( en_vc_ifr_t Result)",138,143
4,1,26,1,4,"Vc_ClearItStatus@153-156@./examples/HC32L19x_Template_Rev1.1.0/driver/src/vc.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/vc.c","Vc_ClearItStatus","Vc_ClearItStatus( en_vc_ifr_t NewStatus)",153,156
18,3,68,1,21,"Vc_DacInit@166-186@./examples/HC32L19x_Template_Rev1.1.0/driver/src/vc.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/vc.c","Vc_DacInit","Vc_DacInit( stc_vc_dac_cfg_t * pstcDacCfg)",166,186
37,4,257,1,37,"Vc_Init@196-232@./examples/HC32L19x_Template_Rev1.1.0/driver/src/vc.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/vc.c","Vc_Init","Vc_Init( stc_vc_channel_cfg_t * pstcChannelCfg)",196,232
17,4,92,2,17,"Vc_Cmd@243-259@./examples/HC32L19x_Template_Rev1.1.0/driver/src/vc.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/vc.c","Vc_Cmd","Vc_Cmd( en_vc_channel_t enChannel , boolean_t NewStatus)",243,259
4,1,15,1,4,"Wdt_WriteWdtLoad@45-48@./examples/HC32L19x_Template_Rev1.1.0/driver/src/wdt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/wdt.c","Wdt_WriteWdtLoad","Wdt_WriteWdtLoad( uint8_t u8LoadValue)",45,48
8,1,35,2,9,"Wdt_Init@59-67@./examples/HC32L19x_Template_Rev1.1.0/driver/src/wdt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/wdt.c","Wdt_Init","Wdt_Init( en_wdt_func_t enFunc , en_wdt_time_t enTime)",59,67
5,1,18,0,5,"Wdt_Start@77-81@./examples/HC32L19x_Template_Rev1.1.0/driver/src/wdt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/wdt.c","Wdt_Start","Wdt_Start()",77,81
5,1,18,0,5,"Wdt_Feed@92-96@./examples/HC32L19x_Template_Rev1.1.0/driver/src/wdt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/wdt.c","Wdt_Feed","Wdt_Feed()",92,96
5,1,18,0,5,"Wdt_IrqClr@107-111@./examples/HC32L19x_Template_Rev1.1.0/driver/src/wdt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/wdt.c","Wdt_IrqClr","Wdt_IrqClr()",107,111
6,1,20,0,8,"Wdt_ReadWdtValue@122-129@./examples/HC32L19x_Template_Rev1.1.0/driver/src/wdt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/wdt.c","Wdt_ReadWdtValue","Wdt_ReadWdtValue()",122,129
11,2,25,0,11,"Wdt_ReadwdtStatus@139-149@./examples/HC32L19x_Template_Rev1.1.0/driver/src/wdt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/wdt.c","Wdt_ReadwdtStatus","Wdt_ReadwdtStatus()",139,149
11,2,25,0,11,"Wdt_GetIrqStatus@158-168@./examples/HC32L19x_Template_Rev1.1.0/driver/src/wdt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/wdt.c","Wdt_GetIrqStatus","Wdt_GetIrqStatus()",158,168
13,3,39,0,18,"main@68-85@./examples/HC32L19x_Template_Rev1.1.0/example/source/main-uart.c","./examples/HC32L19x_Template_Rev1.1.0/example/source/main-uart.c","main","main()",68,85
14,3,55,0,16,"Uart1_IRQHandler@88-103@./examples/HC32L19x_Template_Rev1.1.0/example/source/main-uart.c","./examples/HC32L19x_Template_Rev1.1.0/example/source/main-uart.c","Uart1_IRQHandler","Uart1_IRQHandler()",88,103
13,1,77,0,19,"App_PortInit@106-124@./examples/HC32L19x_Template_Rev1.1.0/example/source/main-uart.c","./examples/HC32L19x_Template_Rev1.1.0/example/source/main-uart.c","App_PortInit","App_PortInit()",106,124
18,1,110,0,26,"App_UartCfg@127-152@./examples/HC32L19x_Template_Rev1.1.0/example/source/main-uart.c","./examples/HC32L19x_Template_Rev1.1.0/example/source/main-uart.c","App_UartCfg","App_UartCfg()",127,152
71,24,251,0,115,"main@66-180@./examples/HC32L19x_Template_Rev1.1.0/example/source/main.c","./examples/HC32L19x_Template_Rev1.1.0/example/source/main.c","main","main()",66,180
10,3,53,3,14,"eep_flash_write_words@4-17@./mcu/eep_hc32lxx.c","./mcu/eep_hc32lxx.c","eep_flash_write_words","eep_flash_write_words( uint32_t addr , const uint32_t * data , uint16_t len)",4,17
10,2,61,3,11,"eep_flash_read_words@19-29@./mcu/eep_hc32lxx.c","./mcu/eep_hc32lxx.c","eep_flash_read_words","eep_flash_read_words( uint32_t addr , uint32_t * data , uint16_t len)",19,29
11,4,46,2,14,"eep_flash_erase@31-44@./mcu/eep_hc32lxx.c","./mcu/eep_hc32lxx.c","eep_flash_erase","eep_flash_erase( uint32_t addr , uint32_t len)",31,44
8,3,35,0,15,"eep_flash_init@46-60@./mcu/eep_hc32lxx.c","./mcu/eep_hc32lxx.c","eep_flash_init","eep_flash_init()",46,60
